"Address","total_calls","first_call","last_call","Zip","median_age"
"4701 LEBANON PIKE",7,2021-08-18,2025-04-04,37076,56
"500 CHEYENNE BLVD",7,2021-06-22,2025-07-26,37115,19
"500 HOSPITAL DR",7,2021-03-05,2022-08-17,37115,34
"500 REP JOHN LEWIS WAY N",7,2021-03-18,2022-11-05,37219,44
"501 BROADWAY",7,2021-06-10,2025-10-22,37203,27
"505 PICCADILLY ROW",7,2021-02-19,2025-10-12,37013,34
"5050 BLUE HOLE RD",7,2021-04-13,2025-08-15,37013,14
"510 HERITAGE DR",7,2021-05-21,2025-05-09,37115,38
"524 MURFREESBORO PIKE",7,2021-06-12,2024-05-05,37210,54
"5301 HICKORY HOLLOW LN",7,2021-01-08,2025-04-14,37013,39
"531 DONELSON PIKE",7,2021-02-13,2025-06-02,37214,38
"5353 CANE RIDGE RD",7,2021-01-27,2025-05-22,37013,29.5
"5615 CHARLOTTE PIKE",7,2021-07-15,2025-08-23,37209,36
"5770 OLD HICKORY BLVD",7,2021-02-08,2022-05-04,37076,39
"5800 OLD HICKORY BLVD",7,2021-01-14,2025-05-29,37076,31.5
"590 DONELSON PIKE",7,2021-03-27,2021-12-11,37214,21
"600 HERITAGE DR",7,2021-01-29,2024-05-03,37115,32
"610 GALLATIN PIKE S",7,2021-08-30,2025-04-05,37115,42
"627 GALLATIN PIKE S",7,2021-02-24,2025-07-07,37115,34
"6353 N NEW HOPE RD",7,2021-01-09,2025-08-29,37076,55.5
"7000 CHARLOTTE PIKE",7,2021-09-29,2022-11-04,37209,42
"704 BRENTWOOD PL",7,2024-11-12,2025-03-07,37211,30
"711 GALLATIN AVE",7,2022-03-04,2025-07-28,37206,33
"714 MAYLENE DR",7,2021-01-19,2025-11-09,37115,30.5
"719 THOMPSON LN",7,2022-03-14,2025-08-19,37204,33
"765 MCMURRAY DR",7,2021-01-21,2024-11-28,37211,23
"813 DICKERSON PIKE S",7,2022-05-10,2025-12-19,37072,59
"816 MURFREESBORO PIKE",7,2022-05-04,2025-12-23,37217,25
"82 LAFAYETTE ST",7,2021-09-26,2024-11-15,37210,40.5
"825 DICKERSON PIKE S",7,2021-03-18,2025-09-01,37072,45
"860 MURFREESBORO PIKE",7,2021-02-02,2024-10-09,37217,34.5
"904 26TH AVE N",7,2021-03-30,2025-09-09,37208,15
"985 MURFREESBORO PIKE",7,2021-06-21,2025-08-17,37217,37.5
"10 PUBLIC SQ",6,2024-05-20,2025-12-09,37201,45
"100 BROADWAY",6,2021-09-18,2025-04-17,37201,29
"100 COLEY DAVIS CT",6,2022-06-09,2025-05-08,37221,41
"100 CURTIS HOLLOW RD",6,2021-09-17,2025-12-29,37013,42
"1000 BROADWAY",6,2021-03-11,2025-11-16,37203,38
"1000 THOMPSON PL",6,2021-05-18,2024-11-03,37217,53
"1040 N DUPONT AVE",6,2021-08-27,2025-12-06,37115,33
"110 JO JOHNSTON AVE",6,2024-09-15,2025-11-11,37201,42
"1110 BELL RD",6,2021-03-24,2025-03-15,37013,29.5
"1117 12TH AVE S",6,2021-11-01,2022-12-25,37212,46
"1201 CHEYENNE BLVD",6,2021-09-09,2022-09-23,37115,72
"1211 BELL RD",6,2022-01-02,2025-05-26,37013,24
"1277 ANTIOCH PIKE",6,2021-05-29,2025-05-05,37211,33
"1298 DICKERSON PIKE S",6,2022-04-01,2024-02-06,37207,46
"13153 OLD HICKORY BLVD",6,2021-02-04,2025-03-20,37013,40
"1324 11TH AVE S",6,2024-01-27,2025-10-07,37203,41.5
"1338 BRICK CHURCH PIKE",6,2021-05-08,2022-07-31,37207,30
"1401 CHARLOTTE AVE",6,2021-07-04,2025-12-31,37203,36
"141 NEESE DR",6,2021-10-05,2024-10-04,37211,38
"1429 12TH AVE S",6,2021-09-09,2025-01-09,37203,53.5
"146 GREEN ST",6,2021-12-28,2022-07-25,37210,44
"1500 ROBINSON RD",6,2021-02-03,2025-08-10,37138,37.5
"1516 GALLATIN PIKE S",6,2021-06-29,2025-12-18,37115,49.5
"1520 HAMPTON ST",6,2021-09-02,2024-02-29,37207,40
"158 CHARLES E DAVIS BLVD",6,2021-02-28,2025-12-05,37210,36
"167 LAFAYETTE ST",6,2021-12-16,2024-11-14,37210,40
"1779 GALLATIN PIKE N",6,2022-06-17,2024-09-25,37115,44
"189 WALLACE RD",6,2021-05-15,2025-08-15,37211,29
"199 ANTHES DR",6,2021-06-05,2025-05-14,37210,40
"2001 8TH AVE S",6,2021-11-10,2025-04-13,37204,41
"201 GIFFORD PL",6,2021-04-17,2024-07-06,37080,40
"2021 GALLATIN PIKE N",6,2021-06-13,2024-11-08,37115,30.5
"204 CHARLES E DAVIS BLVD",6,2024-02-16,2025-11-22,37210,41.5
"206 3RD AVE S",6,2021-08-18,2025-12-24,37201,37.5
"208 W DUE WEST AVE",6,2021-11-20,2025-11-29,37115,78
"2114 BURNS ST",6,2021-09-04,2026-01-02,37216,29
"220 CAPITOL VIEW AVE",6,2021-02-24,2022-10-08,37207,64
"221 WILEY ST",6,2022-04-07,2025-09-08,37115,18
"2312 BRICK CHURCH PIKE",6,2022-04-06,2024-09-11,37207,42
"2340 ELM HILL PIKE",6,2021-03-13,2025-03-27,37214,30
"2400 BRICK CHURCH PIKE",6,2021-06-05,2022-11-06,37207,49.5
"2403 LEBANON PIKE",6,2021-05-14,2025-01-30,37214,42.5
"243 LONG HOLLOW PIKE",6,2021-10-13,2025-03-09,37072,34
"2607 INGA ST",6,2021-01-22,2021-11-28,37216,34.5
"2611 CLARKSVILLE PIKE",6,2021-09-07,2025-07-04,37208,39
"2664 SMITH SPRINGS RD",6,2021-02-05,2024-05-05,37217,42
"272 LARGO DR",6,2021-11-01,2025-04-15,37211,58.5
"2813 DICKERSON PIKE",6,2021-02-01,2022-12-01,37207,30
"2828 OLD HICKORY BLVD",6,2021-05-26,2025-10-26,37221,28.5
"2999 SMITH SPRINGS RD",6,2022-01-18,2025-08-07,37217,26
"301 EAST THOMPSON LN",6,2021-08-24,2024-06-02,37217,35
"308 PLUS PARK BLVD",6,2021-01-17,2022-05-20,37217,30
"310 4TH AVE S",6,2022-01-31,2025-07-17,37201,41
"3110 ELM HILL PIKE",6,2021-07-19,2025-07-23,37214,43
"318 HARDING PL",6,2021-01-23,2025-12-12,37211,44.5
"3410 GALLATIN PIKE",6,2021-04-01,2025-07-19,37216,45
"345 BURNING TREE DR",6,2021-10-12,2025-07-10,37076,36.5
"361 HARDING PL",6,2021-09-07,2025-09-01,37211,36.5
"365 WHITE BRIDGE PIKE",6,2024-03-08,2025-11-26,37209,32.5
"3868 CENTRAL PIKE",6,2021-11-12,2025-09-02,37205,24.5
"3881 STEWARTS LN",6,2021-03-14,2025-09-18,37218,35
"400 COLLINS PARK DR",6,2021-10-02,2025-04-29,37013,34
"4099 NOLENSVILLE PIKE",6,2021-05-14,2025-07-20,37211,36
"4161 DODSON CHAPEL RD",6,2021-03-17,2022-07-21,37076,22
"420 CROLEY DR",6,2022-12-28,2025-05-06,37209,23
"420 WELSHWOOD DR",6,2021-09-26,2024-07-29,37211,26
"427 LAFAYETTE ST",6,2022-08-25,2024-08-28,37203,46.5
"429 BROADWAY",6,2021-03-27,2025-12-28,37203,26
"4424 LEBANON PIKE",6,2021-08-22,2025-02-03,37138,38
"444 MURFREESBORO PIKE",6,2021-02-02,2024-12-20,37210,40.5
"4601 PACKARD DR",6,2021-03-16,2022-07-24,37211,33
"4912 SHASTA DR",6,2021-10-10,2024-06-09,37211,50.5
"4960 EDMONDSON PIKE",6,2022-04-07,2025-05-27,37211,18
"518 DONELSON PIKE",6,2021-09-22,2025-12-03,37214,32.5
"521 SUMMER PL",6,2021-03-13,2022-03-01,37206,26.5
"526 MURFREESBORO PIKE",6,2021-06-19,2022-09-03,37210,34.5
"574 WATSONWOOD DR",6,2021-04-12,2025-04-10,37211,35.5
"5756 OLD HICKORY BLVD",6,2021-05-30,2024-10-11,37076,33
"5771 NOLENSVILLE PIKE",6,2021-06-08,2025-10-02,37211,32
"601 2ND AVE S",6,2021-09-26,2022-08-05,37210,34
"601 FESSLERS LN",6,2021-01-09,2025-06-28,37210,38
"601 GALLATIN PIKE N",6,2021-03-17,2025-06-09,37115,35
"611 CHARLES E DAVIS BLVD",6,2021-07-04,2025-07-01,37210,31
"621 RIVERGATE PKWY",6,2021-02-10,2025-07-19,37072,42
"631 DICKERSON PIKE",6,2021-08-04,2026-01-01,37207,30
"701 YOWELL AVE",6,2021-03-16,2025-04-03,37115,58.5
"708 DEMONBREUN ST",6,2022-09-11,2025-05-09,37203,28
"7087 HIGHWAY 70 S",6,2021-09-06,2024-10-22,37221,36
"712 MAIN ST",6,2021-01-23,2024-02-18,37206,30.5
"7441 HIGHWAY 70 S",6,2022-09-28,2025-09-28,37221,20.5
"7601 HIGHWAY 70 S",6,2021-09-22,2024-10-19,37221,35.5
"765 BELL RD",6,2022-06-14,2025-07-01,37013,23
"7657 HIGHWAY 70 S",6,2024-05-22,2025-02-18,37221,67
"8001 HIGHWAY 70 S",6,2022-05-06,2025-02-25,37221,15.5
"801 BRILEY PKWY",6,2021-08-08,2025-05-01,37217,36
"803 DICKERSON PIKE",6,2021-11-28,2025-12-15,37207,40.5
"810 BELLEVUE RD",6,2021-03-23,2025-01-26,37221,32.5
"825 MURFREESBORO PIKE",6,2021-11-23,2025-06-14,37217,27.5
"860 OLD HICKORY BLVD W",6,2021-07-17,2024-02-17,37207,35
"900 DICKERSON PIKE",6,2025-06-01,2026-01-02,37207,14
"901 DICKERSON PIKE S",6,2021-04-04,2024-07-19,37072,41
"909 CONFERENCE DR",6,2021-02-06,2025-01-29,37072,30
"925 CONFERENCE DR",6,2021-03-04,2025-08-02,37072,36
"LEWIS ST & PERKINS ST",6,2024-03-04,2025-08-19,37210,40.5
"NOLENSVILLE PIKE & THOMPSON LN",6,2024-10-06,2025-10-14,37211,51
"100 TANGLEWOOD CT",5,2021-06-27,2024-09-29,37211,30
"1004 BETTIE DR",5,2021-04-06,2022-04-18,37138,24
"101 BROADWAY",5,2021-07-23,2025-05-20,37201,43
"101 FACTORY ST",5,2024-10-29,2025-08-14,37210,26
"101 POLK AVE",5,2021-06-10,2025-04-25,37210,46
"1015 JOYCE LN",5,2021-04-09,2025-04-22,37216,43
"105 LONG HOLLOW PIKE",5,2022-02-20,2025-10-25,37072,35
"1100 AIRPORT CENTER DR",5,2021-04-04,2025-05-05,37214,32.5
"111 ACKLEN PARK DR",5,2021-02-16,2024-06-01,37203,23
"112 QUEEN ANNE DR",5,2021-07-06,2022-11-09,37115,35.5
"115 UNIVERSITY CT",5,2021-05-18,2025-05-19,37210,44
"1150 VULTEE BLVD",5,2021-03-14,2025-01-13,37217,38
"116 CHARLES E DAVIS BLVD",5,2024-03-23,2025-02-02,37210,35
"118 8TH AVE S",5,2021-07-10,2025-02-09,37203,36
"1191 MURFREESBORO PIKE",5,2021-10-18,2024-08-26,37217,40
"120 ROCK ST",5,2021-07-03,2022-10-22,37207,22.5
"1201 BROADWAY",5,2022-10-17,2024-01-10,37203,43
"1250 ROBINSON RD",5,2021-04-07,2025-12-14,37138,70
"1252 FOSTER AVE",5,2021-04-15,2024-04-08,37210,17
"12848 OLD HICKORY BLVD",5,2021-12-02,2025-08-29,37204,16
"1301 BELL RD",5,2021-05-29,2024-09-05,37013,25
"1308 DALEMERE DR",5,2021-04-25,2024-04-14,37207,46
"1308 S HAMPTON CT",5,2021-11-22,2025-06-27,37013,25.5
"1312 MARTIN ST",5,2021-04-02,2022-06-26,37203,33
"138 CHARLES E DAVIS BLVD",5,2021-05-11,2022-08-20,37210,56
"138 RAINS AVE",5,2021-07-20,2024-10-07,37203,48
"1404 BROADWAY",5,2024-07-08,2025-09-21,37203,41
"141 LAFAYETTE ST",5,2022-06-05,2025-12-22,37210,56
"1410 BRICK CHURCH PIKE",5,2021-04-17,2025-08-30,37207,27.5
"1415 PRINCETON PL",5,2024-01-02,2025-08-31,37076,41.5
"1416 23RD AVE N",5,2021-05-26,2024-02-04,37208,41
"1446 ARDEE AVE",5,2021-10-26,2024-07-16,37216,29
"1500 12TH AVE S",5,2024-06-19,2025-03-01,37203,38
"1501 WOODLAND POINTE DR",5,2021-12-02,2025-10-30,37214,40
"1507 21ST AVE S",5,2022-05-03,2024-07-24,37232,28
"151 1ST AVE S",5,2021-06-15,2024-05-19,37201,30.5
"151 BRITISH WOODS DR",5,2021-07-23,2022-03-21,37217,37
"1510 JONES AVE",5,2021-10-03,2022-12-20,37207,58
"15180 OLD HICKORY BLVD",5,2021-10-27,2025-05-05,37211,37
"1617 LEBANON PIKE",5,2021-02-15,2024-05-08,37210,34
"1622 14TH AVE N",5,2021-04-28,2025-06-30,37208,34
"1717 10TH AVE N",5,2021-05-05,2025-10-02,37208,35
"1809 ANTIOCH PIKE",5,2022-09-26,2025-04-04,37013,35
"1830 SPRING BRANCH DR",5,2022-01-30,2025-05-23,37115,44
"1911 DIVISION ST",5,2021-11-01,2025-05-12,37203,24
"1911 RIVERSIDE DR",5,2021-10-29,2022-08-07,37216,57
"1ST AVE N & BROADWAY",5,2024-03-10,2025-10-07,37201,32
"2000 ALBION ST",5,2021-01-29,2025-05-20,37208,32.5
"2003 GALLATIN PIKE N",5,2021-12-28,2025-11-14,37115,49
"2021 BROADWAY",5,2021-02-21,2024-12-01,37203,28
"207 MCARTHUR DR",5,2021-06-25,2022-11-08,37115,26
"210 CROSSINGS PL",5,2021-09-27,2024-04-16,37013,32
"2102 GALLATIN PIKE N",5,2021-12-18,2024-04-25,37115,32
"211 BROADWAY",5,2025-02-23,2025-07-26,37201,34
"212 BROADWAY",5,2024-05-20,2025-08-19,37201,32
"218 VALERIA ST",5,2021-01-07,2022-09-04,37210,37
"2201 21ST AVE S",5,2022-09-04,2025-03-03,37212,33
"2300 OLD MATTHEWS RD",5,2024-07-04,2025-05-04,37207,19
"2301 MURFREESBORO PIKE",5,2021-05-29,2025-12-19,37013,35
"2306 BRICK CHURCH PIKE",5,2021-03-16,2022-09-23,37207,30
"234 BONNALYNN DR",5,2021-01-18,2022-01-06,37076,38
"2401 MUSIC VALLEY DR",5,2022-06-09,2025-09-06,37214,53
"2499 MURFREESBORO PIKE",5,2022-08-08,2025-11-15,37013,40
"26 GREEN ST",5,2021-06-28,2024-12-09,37210,31
"2607 JEFFERSON ST",5,2021-05-24,2024-10-26,37208,33.5
"261 WHITE BRIDGE PIKE",5,2021-07-25,2025-04-06,37209,28
"2611 8TH AVE S",5,2021-04-28,2024-08-04,37204,33
"2634 MURFREESBORO PIKE",5,2021-10-16,2025-12-12,37217,26
"269 WHITE BRIDGE PIKE",5,2022-05-19,2025-02-22,37209,35.5
"275 COMROE RD",5,2021-04-05,2022-07-03,37211,40
"2804 WEST END AVE",5,2021-07-03,2024-01-05,37203,38
"2811 JOHN A MERRITT BLVD",5,2021-03-03,2025-05-10,37209,59
"2907 DICKERSON PIKE",5,2021-06-09,2022-09-09,37207,33
"2921 OLD FRANKLIN RD",5,2021-12-08,2025-08-20,37013,29
"2950 NOLENSVILLE PIKE",5,2021-12-17,2025-09-18,37211,38
"2ND AVE N & BROADWAY",5,2023-12-31,2025-12-28,37201,28
"2ND AVE N / BROADWAY",5,2021-07-24,2022-09-23,37201,30
"300 12TH AVE S",5,2022-04-23,2025-02-26,37203,33
"300 BERKLEY DR",5,2021-04-05,2024-01-23,37115,34
"3002 CLIFTON AVE",5,2021-07-03,2025-07-06,37209,64
"301 DEMONBREUN ST",5,2021-03-30,2025-12-17,37201,47.5
"301 E THOMPSON LN",5,2021-05-15,2025-08-20,37217,39
"3051 FRANKLIN PIKE",5,2024-08-16,2025-06-06,37204,44
"3112 WINDSOR GREEN DR",5,2021-03-09,2022-10-11,37013,29
"312 HARDING PL",5,2021-04-02,2025-07-01,37211,38
"3150 MCGAVOCK PIKE",5,2022-02-10,2025-09-15,37212,15
"317 BROADWAY",5,2022-09-11,2026-01-01,37201,38
"3171 LEBANON PIKE",5,2021-09-12,2025-08-26,37214,33
"3200 CLARKSVILLE PIKE",5,2021-07-22,2025-08-08,37218,31.5
"326 HARDING PL",5,2021-05-14,2025-10-08,37211,31
"327 HAYWOOD LN",5,2021-04-27,2025-06-19,37211,35
"330 HARDING PL",5,2022-12-06,2025-05-21,37211,35.5
"330 PENNINGTON CENTRE BLVD",5,2021-12-31,2024-11-25,37214,31
"3300 DICKERSON PIKE",5,2022-06-01,2025-04-04,37207,36
"333 COMMERCE ST",5,2021-12-04,2025-03-29,37219,50
"333 GALLATIN PIKE S",5,2021-04-30,2022-10-22,37115,41
"3410 CLARKSVILLE PIKE",5,2021-04-20,2024-05-07,37218,31.5
"345 DELLWAY VILLA RD",5,2021-04-25,2025-01-22,37207,32
"3460 DICKERSON PIKE",5,2022-02-12,2025-08-01,37207,29
"353 MURFREESBORO PIKE",5,2021-05-03,2024-09-05,37210,42
"365 HARDING PL",5,2022-02-24,2025-07-24,37211,40
"380 HARDING PL",5,2021-01-27,2024-10-04,37211,25
"3800 SAM BONEY DR",5,2021-04-22,2025-03-17,37211,72
"3851 CLARKSVILLE PIKE",5,2021-02-19,2024-01-20,37218,34.5
"3863 DICKERSON PIKE",5,2022-06-07,2025-09-13,37207,44
"3880 PRIEST LAKE DR",5,2021-08-26,2022-09-28,37217,47
"3901 CENTRAL PIKE",5,2021-02-06,2025-08-21,37076,25.5
"3955 NOLENSVILLE PIKE",5,2021-05-20,2024-09-15,37211,34
"4021 NOLENSVILLE PIKE",5,2021-05-05,2025-07-23,37211,33.5
"408 2ND AVE N",5,2022-09-07,2025-08-28,37203,43
"412 WHITE BRIDGE PL",5,2022-01-12,2025-08-24,37209,38
"419 EWING DR",5,2024-02-07,2025-10-16,37207,29
"4190 NOLENSVILLE PIKE",5,2021-04-01,2025-04-04,37211,32
"4211 CHARLOTTE AVE",5,2021-03-13,2025-07-06,37209,39
"4323 SIDCO DR",5,2021-01-24,2025-08-24,37204,26.5
"4343 OLD HICKORY BLVD",5,2021-01-24,2025-06-24,37138,38
"449 FRANKLIN LIMESTONE RD",5,2021-04-07,2024-02-28,37217,15
"505 CHURCH ST",5,2021-09-20,2025-11-30,37219,30
"510 CLARIDGE DR",5,2021-02-28,2022-10-31,37214,43
"510 OLD HICKORY BLVD",5,2021-08-20,2025-03-02,37209,22
"535 MAIN ST",5,2021-05-09,2025-03-23,37206,29.5
"545 DONELSON PIKE",5,2021-03-06,2024-05-20,37214,36.5
"555 DONELSON PIKE",5,2021-06-21,2025-11-23,37214,36.5
"555 N DUPONT AVE",5,2022-05-23,2025-03-29,37115,34
"5600 COUNTRY DR",5,2025-03-28,2025-08-25,37211,26
"5744 NOLENSVILLE PIKE",5,2021-02-06,2025-12-26,37211,38
"5825 CROSSINGS BLVD",5,2021-04-24,2022-07-10,37013,27.5
"5901 OLD HICKORY BLVD",5,2021-02-19,2024-07-31,37076,36
"601 PRESIDENT RONALD REAGAN WAY",5,2022-11-09,2025-05-27,37210,26
"6215 CENTENNIAL BLVD",5,2021-01-29,2025-10-17,37209,38
"623 UNION ST",5,2021-07-04,2025-11-16,37219,42
"6924 CHARLOTTE PIKE",5,2021-12-24,2024-09-24,37209,36.5
"6955 CHARLOTTE PIKE",5,2021-03-11,2022-12-10,37209,34
"700 DEW ST",5,2021-08-31,2025-08-25,37206,46
"7000 HARRIS HILLS LN",5,2024-01-14,2025-05-12,37013,30
"701 GALLATIN PIKE S",5,2021-12-20,2025-01-03,37115,39.5
"7113 CHARLOTTE PIKE",5,2021-12-01,2025-02-15,37209,29
"721 27TH AVE N",5,2021-05-16,2024-10-09,37208,44.5
"7250 WHITES CREEK PIKE",5,2021-07-13,2025-12-15,37080,24
"728 EVERGREEN TRL",5,2021-03-29,2024-01-21,37115,30
"735 HARDING PL",5,2021-04-02,2025-03-12,37220,41
"7419 STACY DR",5,2021-06-18,2024-11-25,37221,33
"749 DUE WEST AVE N",5,2021-10-21,2022-06-11,37115,31
"8 UNIVERSITY CT",5,2024-01-13,2025-07-22,37210,36
"816 17TH AVE N",5,2021-11-12,2025-04-25,37203,48
"822 REP JOHN LEWIS WAY S",5,2022-07-27,2025-12-07,37203,37
"840 MERIDIAN ST",5,2021-04-22,2022-07-16,37207,34
"900 ROSA L PARKS BLVD",5,2021-08-08,2024-08-01,37208,33
"920 BROADWAY",5,2021-11-27,2025-08-04,37203,31.5
"930 RIVERGATE PKWY",5,2022-07-23,2024-07-14,37115,51
"98 RANDY RD",5,2021-02-08,2024-05-08,37115,33.5
"INTERSTATE DR / HOWERTON ST",5,2022-04-29,2022-07-08,37213,26
"LAFAYETTE ST & FAIRFIELD AVE",5,2024-02-06,2025-07-04,37210,40
"LINCOLN ST & LAFAYETTE ST",5,2024-05-12,2025-11-20,37210,40
"REP JOHN LEWIS WAY S & DEMONBREUN ST",5,2024-01-06,2025-06-09,37203,28
"1 MUSIC SQ W",4,2022-04-16,2025-01-25,37203,26.5
"10 CENTURY BLVD",4,2021-02-27,2025-10-23,37214,38
"100 RIVERGATE MEADOWS DR",4,2021-04-12,2024-04-16,37072,23
"100 W TRINITY LN",4,2021-05-21,2022-09-19,37207,27.5
"1000 ACORN DR",4,2021-07-18,2024-04-19,37210,34.5
"1000 DONELSON AVE",4,2021-03-15,2022-08-08,37138,28
"1003 THOMPSON PL",4,2022-07-26,2026-01-01,37217,24.5
"1009 MURFREESBORO PIKE",4,2022-07-14,2024-07-03,37217,30
"1015 BELL RD",4,2021-08-10,2025-08-18,37013,34
"105 BROADWAY",4,2021-06-24,2024-05-03,37201,30.5
"1051 MURFREESBORO PIKE",4,2021-07-13,2024-05-20,37217,38.5
"109 ARCHWOOD PL",4,2022-02-24,2022-06-19,37115,33
"109 EWING DR",4,2024-05-30,2025-01-10,37207,42.5
"109 GALLATIN PIKE N",4,2021-12-01,2025-06-14,37115,32
"110 HAYWOOD LN",4,2021-01-17,2021-12-28,37211,32
"1101 GALLATIN AVE",4,2021-10-02,2025-11-30,37206,32
"111 WHITSETT RD",4,2021-07-18,2024-04-26,37210,23
"1111 WAGGONER CT W",4,2021-03-19,2022-09-28,37214,35
"1117 GALLATIN PIKE S",4,2021-12-31,2025-12-13,37115,30
"1118 DICKERSON PIKE",4,2021-09-12,2024-09-24,37207,45
"1120 LITTON AVE",4,2021-10-20,2025-09-02,37216,38.5
"1120 PALMER AVE",4,2021-06-06,2022-07-05,37115,47
"1125 4TH AVE S",4,2025-01-24,2025-09-19,37203,33.5
"113 NEWELL AVE",4,2021-02-13,2022-04-05,37138,37
"114 NEWELL AVE",4,2021-02-19,2021-11-02,37138,58
"114 W TRINITY LN",4,2021-01-28,2024-10-11,37207,27
"116 SHELBY ST",4,2021-06-22,2024-06-13,37138,20
"117 CHARLES E DAVIS BLVD",4,2024-12-06,2025-12-11,37210,31
"1173 MURFREESBORO PIKE",4,2021-05-16,2024-12-13,37217,47.5
"1190 GALLATIN PIKE S",4,2021-09-04,2022-11-02,37115,36.5
"120 3RD AVE S",4,2021-12-11,2026-01-03,37201,24.5
"1200 E OLD HICKORY BLVD",4,2021-07-17,2024-09-12,37115,39
"1200 HICKORY HOLLOW TER",4,2021-10-10,2025-05-10,37013,37
"1214 PHILLIPS ST",4,2021-02-27,2025-08-28,37208,34
"1219 KENMORE PL",4,2022-06-25,2024-01-17,37216,64
"122 3RD AVE S",4,2021-04-19,2025-08-23,37201,36.5
"1220 8TH AVE S",4,2021-06-05,2025-06-29,37203,15.5
"1224 AVONDALE CIR",4,2022-02-28,2024-07-26,37207,27
"123 EWING DR",4,2022-04-19,2025-05-12,37207,38.5
"123 UNIVERSITY CT",4,2021-07-05,2025-09-18,37210,25.5
"1231 DICKERSON PIKE S",4,2021-05-04,2022-09-10,37072,45
"125 LAFAYETTE ST",4,2021-05-04,2025-02-24,37210,33
"1251 NEELYS BEND RD",4,2021-04-09,2022-09-06,37115,11
"127 3RD AVE S",4,2022-09-10,2024-11-16,37201,29
"1274 MURFREESBORO PIKE",4,2021-05-08,2024-07-29,37217,42
"130 BROADMOOR DR",4,2021-05-03,2025-03-04,37207,34
"13000 OLD HICKORY BLVD",4,2021-08-19,2025-05-23,37013,29
"131 FRENCH LANDING DR",4,2021-11-22,2025-09-26,37228,31.5
"1310 ANTIOCH PIKE",4,2022-08-28,2025-12-09,37211,23
"1316 DICKERSON PIKE S",4,2021-08-16,2022-12-08,37072,43.5
"1344 14TH AVE S",4,2021-07-19,2021-10-23,37212,29
"1350 ROSA L PARKS BLVD",4,2021-01-11,2025-07-12,37208,34.5
"140 BLANTON AVE",4,2021-04-28,2025-01-13,37210,57
"1400 CHURCH ST",4,2021-08-07,2022-01-16,37203,32
"1402 CLINTON ST",4,2021-09-09,2025-12-09,37203,28.5
"1429 JACKSON ST",4,2022-04-21,2024-09-20,37208,59
"1430 BELL RD",4,2022-02-03,2024-11-29,37211,33
"1444 SNELL BLVD",4,2021-01-20,2024-08-02,37218,22
"1490 COUNTY HOSPITAL RD",4,2021-10-14,2022-06-22,37218,44.5
"150 3RD AVE S",4,2021-10-09,2025-08-20,37201,37
"150 LONG HOLLOW PIKE",4,2021-04-07,2024-09-12,37072,28.5
"1500 CHARLOTTE AVE",4,2021-08-25,2025-12-17,37203,33.5
"15007 OLD HICKORY BLVD",4,2022-05-16,2024-11-25,37211,37
"1501 HERMAN ST",4,2024-06-16,2025-08-02,37208,32
"1584 GALLATIN PIKE N",4,2021-06-18,2024-10-05,37115,39
"160 BNA PARK DR",4,2021-08-16,2024-04-20,37214,37
"1600 DEBOW ST",4,2021-09-06,2022-07-07,37138,31
"1600 MCGAVOCK ST",4,2021-02-11,2025-06-22,37203,40.5
"1601 DEBOW ST",4,2022-05-14,2022-10-16,37138,32
"162 3RD AVE N",4,2021-06-02,2025-10-19,37201,24
"170 1ST AVE N",4,2022-01-16,2024-09-03,37201,38
"1702 WEST END AVE",4,2022-08-04,2025-11-27,37203,29.5
"1717 HOBSON PIKE",4,2022-09-30,2025-07-09,37013,27.5
"180 MCCALL ST",4,2022-05-05,2025-09-22,37211,13
"1818 ALBION ST",4,2022-07-12,2025-02-21,37208,21.5
"1900 RICHARD JONES RD",4,2021-03-16,2025-04-25,37215,50
"200 PARAGON MILLS RD",4,2021-01-10,2024-03-05,37211,26
"2000 GALLATIN PIKE N",4,2021-07-03,2022-08-15,37115,39.5
"2012 S HAMILTON RD",4,2021-03-20,2022-11-01,37218,44.5
"202 NORTHGATE CIR",4,2021-03-15,2025-05-30,37072,33.5
"204 SAFE HARBOR DR",4,2021-02-22,2024-07-10,37072,44
"205 MILLWOOD DR",4,2021-04-18,2025-12-28,37217,30.5
"208 BROADWAY",4,2021-05-29,2024-07-12,37201,26
"209 HOLT HILLS RD",4,2022-07-02,2024-10-27,37211,20
"2100 FERNWOOD DR",4,2021-02-12,2022-12-06,37216,44
"2101 MURFREESBORO PIKE",4,2021-12-31,2024-12-20,37217,31.5
"211 MORTON AVE",4,2021-04-02,2022-09-30,37211,24.5
"211 N 1ST ST",4,2021-04-01,2025-06-22,37213,36
"2113 BURNS ST",4,2024-04-09,2024-12-01,37216,27.5
"2116 HOBBS RD",4,2021-08-11,2024-08-16,37215,29
"2127 CENTURY FARMS PKWY",4,2024-12-01,2025-08-17,37013,14
"2136 CLIFF DR",4,2021-09-26,2025-06-06,37218,65
"2190 GALLATIN PIKE N",4,2021-04-07,2024-06-12,37115,32.5
"220 SLAYTON DR",4,2021-08-14,2022-08-24,37115,28.5
"2200 ELM HILL PIKE",4,2021-12-02,2022-09-18,37214,45.5
"2202 DICKERSON PIKE",4,2021-06-09,2024-08-04,37207,39.5
"221 STEWARTS FERRY PIKE",4,2021-09-02,2025-05-16,37214,45.5
"222 REP JOHN LEWIS WAY S",4,2021-05-21,2025-08-08,37203,40.5
