"Address","total_calls","first_call","last_call","Zip","median_age"
"3815 NOLENSVILLE PIKE",5,2017-03-27,2025-04-25,37211,30
"3819 EAST RIDGE DR",5,2020-03-31,2021-08-16,37211,30.5
"3880 DICKERSON PIKE",5,2019-03-12,2025-09-05,37207,42
"3908 DICKERSON PIKE",5,2017-06-27,2025-07-02,37207,61
"3913 SOUTHVIEW DR",5,2017-05-29,2024-12-27,37218,35
"3920 MEADOW RD",5,2016-08-25,2025-03-12,37218,43
"396 BELLE VALLEY DR",5,2022-06-11,2023-07-12,37209,23.5
"4001 BELL RD",5,2018-04-07,2022-10-16,37076,39
"4008 GALLATIN PIKE",5,2018-06-08,2025-07-14,37216,57
"401 BROADWAY",5,2017-07-21,2024-05-05,37203,30
"401 HARDING PL",5,2021-09-12,2024-10-03,37211,NA
"401 KOREAN VETERANS BLVD",5,2021-10-08,2023-10-14,37201,27
"401 MYATT DR",5,2016-12-03,2025-10-20,37115,48
"401 UNION ST",5,2023-06-08,2025-10-29,37219,41.5
"4031 ANDREW JACKSON PKWY",5,2021-09-11,2024-04-17,37076,46.5
"4031 PLANTATION DR",5,2017-05-11,2023-12-01,37076,31
"4041 NOLENSVILLE PKE",5,2019-11-08,2020-01-28,37211,35
"4060 ANDERSON RD",5,2019-02-27,2025-08-09,37217,45
"4092 MURFREESBORO PIKE",5,2018-11-19,2023-06-17,37013,54.5
"411 MURFREESBORO PKE",5,2020-01-05,2020-11-08,37210,41
"415 4TH AVE S",5,2019-06-25,2025-12-19,37201,51
"415 BARRETT RD",5,2019-11-06,2020-01-28,37211,17
"415 CAPRI CT",5,2017-08-01,2021-11-01,37209,35
"415 GALLATIN PIKE N",5,2017-01-04,2025-06-07,37115,37
"415 W TRINITY LN",5,2020-01-26,2024-01-04,37207,48
"416 MURFREESBORO PIKE",5,2023-10-28,2024-10-10,37210,41
"4160 CLARKSVILLE PIKE",5,2016-12-08,2024-05-28,37218,31
"417 4TH AVE N",5,2017-03-31,2023-04-28,37219,31
"4190 NOLENSVILLE PKE",5,2019-08-03,2020-04-12,37211,34.5
"4201 GALLATIN PIKE",5,2016-04-30,2025-12-27,37216,40
"421 BROADWAY",5,2016-04-29,2024-12-15,37203,40.5
"425 GLASTONBURY RD",5,2020-05-25,2023-02-14,37217,26.5
"4305 ALBION ST",5,2019-06-07,2024-02-28,37209,44
"449 DENNIS DR",5,2023-10-06,2024-05-19,37207,47
"450 JANETTE AVE",5,2016-02-19,2025-02-19,37072,42
"452 MOSS TRL",5,2017-07-09,2025-11-04,37072,43
"4601 CHARLOTTE AVE",5,2022-03-29,2024-02-22,37209,35
"4671 TROUSDALE DR",5,2022-07-10,2024-12-25,37204,28.5
"4677 TROUSDALE DR",5,2016-11-29,2021-09-07,37204,30
"4697 TROUSDALE DR",5,2023-01-13,2025-01-29,37220,33.5
"4702 TENNESSEE AVE",5,2017-12-10,2019-05-22,37209,32
"4734 LEBANON PKE",5,2019-02-14,2020-12-29,37076,31
"4998 CLARKSVILLE PKE",5,2019-08-02,2020-01-29,37189,35.5
"500 ELMINGTON AVE",5,2017-09-14,2022-12-15,37205,89
"501 ERMAC DR",5,2018-08-26,2022-06-23,37214,33
"5025 OLD HICKORY BLVD",5,2018-08-11,2024-12-11,37076,35
"504 S 6TH ST",5,2019-08-02,2023-04-27,37206,50.5
"504 VALOR WAY",5,2020-05-09,2023-07-23,37013,35
"509 SCHOLARSHIP DR",5,2017-10-18,2021-01-13,37209,38
"5095 RIDGE RD",5,2018-11-01,2024-08-05,37080,38
"510 W TRINITY LN",5,2018-03-14,2025-10-06,37207,14
"5101 HARDING PL",5,2017-04-15,2025-04-04,37211,32
"5102 TROUSDALE DR",5,2017-01-03,2020-11-03,37220,56
"5131 HARDING PL",5,2017-11-04,2022-12-16,37211,33
"515 MADISON ST",5,2018-08-25,2025-10-13,37208,30.5
"525 40TH AVE N",5,2016-10-16,2019-04-26,37209,34.5
"5300 HICKORY HOLLOW PKWY",5,2017-05-03,2023-09-11,37013,35
"5304 CANE RIDGE RD",5,2019-06-10,2024-11-08,37013,23
"5305 HICKORY HOLLOW PKWY",5,2018-08-10,2020-02-17,37013,33
"5313 ELKINS AVE",5,2017-06-08,2019-03-29,37209,36
"5319 NOLENSVILLE PIKE",5,2017-03-27,2023-12-22,37211,34
"5320 CHARLOTTE AVE",5,2016-02-05,2025-02-28,37209,36
"5406 LOUISIANA AVE",5,2016-06-02,2017-08-16,37209,29
"5410 HICKORY PARK DR",5,2016-01-14,2025-10-20,37013,17
"5445 NOLENSVILLE PIKE",5,2022-05-29,2023-11-12,37211,26.5
"5491 CLARKSVILLE PIKE",5,2016-10-26,2023-05-30,37189,27.5
"550 DONELSON PIKE",5,2017-03-01,2025-08-30,37214,38.5
"5501 CLARKSVILLE PIKE",5,2016-06-01,2022-11-02,37080,41
"5520 NOLENSVILLE PIKE",5,2016-05-12,2023-07-01,37211,31
"555 DONELSON PIKE",5,2021-06-21,2025-11-23,37214,36.5
"555 N DUPONT AV",5,2019-12-18,2020-09-28,37115,43
"567 HIGHCREST DR",5,2018-05-05,2024-09-17,37211,31.5
"5701 EDMONDSON PIKE",5,2022-09-14,2024-05-11,37211,36.5
"575 OPRY MILLS DR",5,2021-05-27,2023-07-08,37214,25.5
"5781 OLD HICKORY BLVD",5,2018-09-15,2025-11-21,37076,36
"590 JOSEPH AVE",5,2016-01-29,2021-11-05,37207,57
"600 ERMAC DR",5,2018-04-12,2025-05-06,37214,39
"600 MURFREESBORO PIKE",5,2022-07-26,2024-08-16,37210,32.5
"6005 NEW YORK AVE",5,2016-04-22,2021-10-02,37209,20
"601 GALLATIN PKE N",5,2020-05-21,2020-12-28,37115,27
"601 OLD HICKORY BLVD",5,2017-06-06,2023-08-13,37027,49
"602 E OLD HICKORY BLVD",5,2020-07-26,2025-06-19,37115,34
"609 LAFAYETTE ST",5,2019-09-11,2025-05-02,37203,45
"617 MIDDLETON ST",5,2016-02-04,2023-09-06,37203,39
"621 HUNTINGTON RIDGE DR",5,2020-01-01,2025-10-03,37211,49
"621 S 7TH ST",5,2023-04-19,2024-09-14,37206,52.5
"622 SYLVAN ST",5,2020-12-21,2023-08-23,37206,31
"628 JAMES AVE",5,2018-09-08,2021-10-04,37209,44
"628 S 7TH ST",5,2021-07-09,2025-01-15,37206,30
"629 E TRINITY LN",5,2019-06-06,2021-02-11,37207,24.5
"630 GALLATIN PIKE S",5,2022-10-13,2024-05-23,37115,42
"641 MAINSTREAM DR",5,2022-01-21,2023-03-13,37228,36.5
"6430 CHARLOTTE PIKE",5,2017-07-07,2023-05-12,37209,30
"644 W GREEN LN",5,2018-04-21,2025-04-15,37207,52
"648 FLINTLOCK CT",5,2018-08-16,2019-08-08,37217,36
"6536 THUNDERBIRD DR",5,2016-07-10,2022-09-28,37209,32
"6565 PREMIER DR",5,2017-11-28,2023-12-29,37209,31
"660 MYATT DR",5,2018-09-27,2024-09-02,37115,52
"6680 CHARLOTTE PKE",5,2019-08-17,2020-05-10,37209,39
"6924 CHARLOTTE PKE",5,2020-04-18,2020-09-21,37209,38
"7070 HIGHWAY 70 S",5,2018-07-01,2023-01-14,37221,39
"709 BOWFIELD CT",5,2017-12-03,2021-03-29,37013,57
"709 YOWELL AVE",5,2017-10-10,2018-05-24,37115,28
"710 HILL AVE",5,2016-07-14,2023-06-15,37210,55
"710 MURFREESBORO PKE",5,2020-02-10,2020-11-28,37210,29
"7102 CHARLOTTE PKE",5,2020-01-16,2021-01-03,37209,36
"7113 CHARLOTTE PIKE",5,2021-12-01,2025-02-15,37209,29
"715 FATHERLAND ST",5,2017-05-26,2020-01-05,37206,21
"724 CHICKASAW AVE",5,2016-03-16,2024-05-03,37207,33
"726 OLD HICKORY BLVD W",5,2016-09-24,2024-10-15,37115,32
"727 THOMPSON LN",5,2017-07-16,2022-03-06,37204,39.5
"728 MUSKHOGEAN CT",5,2018-05-22,2019-11-02,37013,61
"73 MAURY ST",5,2018-08-16,2024-03-28,37210,39
"731 HARDING PL",5,2018-04-11,2025-07-24,37220,45
"7460 STACY DR",5,2017-02-23,2020-05-31,37221,27
"749 DUE WEST AVE N",5,2021-10-21,2022-06-11,37115,31
"7600 CABOT DR",5,2019-11-17,2024-03-20,37209,24.5
"7609 GERALD DR",5,2019-10-30,2024-12-15,37080,49
"7679 HIGHWAY 70 S",5,2019-10-31,2025-12-27,37221,32.5
"795 MATTHEWS AVE",5,2021-03-18,2023-10-11,37216,41
"8 UNIVERSITY CT",5,2024-01-13,2025-07-22,37210,36
"800 ROYAL PKWY",5,2017-05-13,2024-07-29,37214,27.5
"8044 COLEY DAVIS RD",5,2016-05-03,2017-12-31,37221,88
"809 CHADWELL DR",5,2016-01-04,2019-07-03,37115,47.5
"8141 HIGHWAY 100",5,2017-02-23,2019-04-01,37221,35
"816 S 6TH ST",5,2021-03-22,2023-02-15,37206,44
"818 3RD AVE S",5,2018-08-14,2025-10-26,37210,48
"824 MAIN ST",5,2016-11-10,2023-06-04,37206,45
"83 UNIVERSITY CT",5,2020-03-22,2022-09-12,37210,24
"831 NEELYS BEND RD",5,2016-02-19,2024-07-01,37115,49
"835 4TH AVE S",5,2019-03-30,2024-11-04,37203,38
"8411 CALLABEE WAY",5,2020-07-26,2022-03-22,37013,42
"851 HAMILTON CROSSINGS",5,2018-07-01,2023-11-02,37013,39
"853 BELL RD",5,2018-04-15,2025-07-15,37013,32
"857 TODD PREIS DR",5,2019-11-30,2022-02-19,37221,42
"863 CLAIBORNE ST",5,2019-05-25,2020-04-19,37210,32
"865 CLAIBORNE ST",5,2017-11-27,2021-06-15,37210,33
"875 GRANADA AVE",5,2016-09-11,2025-03-16,37206,46
"880 OAKWOOD TERRACE DR",5,2017-07-18,2019-11-21,37013,39
"910 ELLISTON ST",5,2017-02-06,2019-01-27,37138,40
"912 RIVERGATE PKWY",5,2016-01-02,2023-09-02,37115,42
"916 ONEIDA AV",5,2019-07-05,2020-10-20,37207,39
"919 GALLATIN PIKE S",5,2017-11-10,2022-10-02,37115,36.5
"925 LEBANON PIKE",5,2016-07-17,2025-08-14,37210,43
"939 16TH AVE N",5,2021-10-13,2024-05-15,37208,28
"990 MURFREESBORO PIKE",5,2017-01-06,2024-06-06,37217,34
"BELL RD / I24 E",5,2017-11-12,2022-06-25,37013,37
"BRILEY PKWY / GLASTONBURY RD",5,2017-02-17,2020-03-02,37217,36
"BROADWAY / 4TH AVE N",5,2017-03-24,2021-07-02,37203,23.5
"DICKERSON PKE / E TRINITY LN",5,2017-11-26,2021-01-27,37207,35.5
"DR D B TODD JR BLVD & BUCHANAN ST",5,2023-11-05,2025-03-31,37208,55
"HARDING PL / ANTIOCH PIKE",5,2016-06-06,2022-10-26,37211,35
"HARDING PL / I24 E",5,2018-10-06,2021-05-03,37211,30
"INTERSTATE DR / HOWERTON ST",5,2022-04-29,2022-07-08,37213,26
"LAFAYETTE ST & LEWIS ST",5,2023-06-24,2024-05-03,37210,44
"LAFAYETTE ST / FAIRFIELD AVE",5,2018-03-25,2022-08-29,37210,39.5
"LEWIS ST & LAFAYETTE ST",5,2023-10-27,2026-01-02,37210,41
"LINCOLN ST & LAFAYETTE ST",5,2024-05-12,2025-11-20,37210,40
"OLD HICKORY BLVD / DICKERSON PIKE",5,2016-11-28,2022-04-19,37207,39
"PERKINS ST & LEWIS ST",5,2023-06-02,2025-12-21,37210,49.5
"1 CENTURY BLVD",4,2019-09-29,2025-09-07,37214,36
"1 HICKORY CLUB DR",4,2017-09-11,2022-12-15,37013,27
"1 UNIVERSITY PARK DR",4,2017-06-27,2021-12-01,37204,30
"100 CHIMNEYTOP DR",4,2016-02-28,2025-12-12,37013,23
"100 DEMONBREUN ST",4,2023-02-23,2024-10-28,37201,53
"100 POWELL PL",4,2016-01-05,2021-02-09,37204,31.5
"100 RIDGELAKE PKWY",4,2016-05-08,2025-09-04,37209,35
"1000 17TH AVE N",4,2018-02-18,2019-03-15,37208,18.5
"1000 CAPITAL FUNDS CT",4,2016-01-23,2017-12-08,37217,25
"1001 RIVERSIDE DR",4,2017-10-03,2025-09-06,37206,44.5
"1002 44TH AVE N",4,2021-06-02,2023-01-09,37209,24
"1003 THOMPSON PL",4,2022-07-26,2026-01-01,37217,24.5
"1006 DOZIER PL",4,2017-01-23,2021-07-22,37216,39
"1006 GALLATIN PIKE S",4,2016-09-12,2025-08-14,37115,27.5
"101 UNIVERSITY CT",4,2017-02-22,2025-06-20,37210,27
"1010 DR MARTIN L KING JR BLVD",4,2021-08-01,2025-11-07,37203,30
"1011 HERITAGE DR",4,2016-01-09,2018-03-17,37115,39.5
"1020 KIRBY AV",4,2019-11-24,2020-08-16,37217,43
"1020 KIRBY AVE",4,2016-04-16,2022-04-29,37217,25
"1020 LISCHEY AVE",4,2018-05-07,2024-01-08,37207,55
"1021 MURFREESBORO PIKE",4,2021-10-10,2023-03-19,37217,41.5
"1022 HIGHLAND CIR",4,2017-08-26,2021-03-06,37115,28.5
"1026 N 6TH ST",4,2016-06-06,2020-09-29,37207,42.5
"1027 ROSA L PARKS BLVD",4,2017-05-27,2022-02-15,37208,44.5
"1036 NEW PROVIDENCE PASS",4,2016-02-23,2025-12-20,37115,43
"1036 PATIO DR",4,2020-12-25,2022-11-22,37214,38
"104 LAURA AV",4,2019-07-17,2020-07-19,37138,35.5
"104 REP JOHN LEWIS WAY S",4,2023-09-07,2025-03-19,37203,35
"1040 W GREENWOOD AVE",4,2017-09-16,2023-05-28,37206,30
"105 APOLLO CT W",4,2020-09-22,2021-09-01,37013,27
"105 NANCY CT",4,2018-09-10,2019-10-10,37076,61.5
"105 SHEPHERD HILLS DR",4,2019-11-17,2022-03-15,37115,58.5
"107 VALERIA ST",4,2019-02-12,2019-12-14,37210,32
"108 SHELBY ST",4,2020-04-28,2024-06-23,37138,29
"1081 MURFREESBORO PKE",4,2020-03-29,2020-10-17,37217,28.5
"109 ARCHWOOD PL",4,2022-02-24,2022-06-19,37115,33
"1098 CLEECES FERRY RD",4,2020-11-13,2025-08-04,37209,36
"110 ARCHWOOD PL",4,2017-10-10,2022-09-24,37115,33
"110 GALLATIN AVE",4,2017-10-26,2025-07-24,37206,15.5
"1100 N 8TH ST",4,2019-03-07,2023-06-11,37207,48.5
"1101 GALLATIN AVE",4,2021-10-02,2025-11-30,37206,32
"1111 WAGGONER CT W",4,2021-03-19,2022-09-28,37214,35
"1114 STAINBACK AVE",4,2016-11-18,2022-08-07,37207,35.5
"1116 NELSON DR",4,2017-03-13,2024-09-09,37115,35
"1120 BLUEWILLOW CT",4,2018-09-14,2023-10-22,37013,61
"1125 4TH AVE S",4,2025-01-24,2025-09-19,37203,33.5
"113 CEDARWOOD LN",4,2016-02-11,2017-11-04,37115,33
"113 FOREST PARK RD",4,2017-08-10,2019-01-02,37115,32.5
"113 NEWELL AVE",4,2021-02-13,2022-04-05,37138,37
"114 NEWELL AVE",4,2021-02-19,2021-11-02,37138,58
"114 W TRINITY LN",4,2021-01-28,2024-10-11,37207,27
"115 2ND AVE N",4,2023-04-01,2025-11-23,37201,31
"1151 CAHAL AVE",4,2021-06-02,2024-06-14,37206,34
"1166 SIOUX TER",4,2016-10-25,2022-04-22,37115,47
"117 N 6TH ST",4,2016-12-31,2021-05-24,37206,38
"118 RAINS AVE",4,2018-09-19,2021-10-13,37203,42.5
"119 WELWORTH ST",4,2020-09-09,2022-10-13,37115,46
"120 HARRINGTON AVE",4,2017-10-09,2025-07-25,37115,33
"1200 2ND AVE S",4,2016-05-11,2025-06-06,37210,14.5
"1200 DICKERSON PIKE",4,2018-06-29,2024-09-05,37207,34.5
"1200 GALLATIN PIKE S",4,2022-12-08,2025-12-12,37115,46.5
"1200 HICKORY HOLLOW TER",4,2021-10-10,2025-05-10,37013,37
"121 UNIVERSITY CT",4,2023-05-21,2023-08-13,37210,24
"1211 AVONDALE CIR",4,2023-03-26,2024-05-18,37207,33
"1214 E OLD HICKORY BLVD",4,2017-01-03,2022-04-10,37115,51
"1219 KENMORE PL",4,2022-06-25,2024-01-17,37216,64
"122 MCKINLEY ST",4,2020-02-09,2022-01-06,37115,23
"1220 8TH AVE S",4,2021-06-05,2025-06-29,37203,15.5
"1220 LEWIS ST",4,2022-04-22,2024-04-01,37210,55.5
"1224 AVONDALE CIR",4,2022-02-28,2024-07-26,37207,27
"12360 OLD HICKORY BLVD",4,2016-01-26,2019-10-05,37013,71
"1250 FOSTER AVE",4,2022-01-13,2024-11-15,37210,16
"1274 MURFREESBORO PKE",4,2019-09-01,2020-07-04,37217,46
"1297 ANTIOCH PKE",4,2019-10-05,2020-06-14,37211,47.5
"1300 21ST AVE S",4,2017-12-02,2024-09-06,37212,18
"13016 OLD HICKORY BLVD",4,2018-10-31,2022-03-21,37013,38
"1302 MAGNOLIA RD",4,2022-03-20,2023-02-11,37204,28
"1303 JONES AVE",4,2017-01-20,2023-04-03,37207,44
"1311 NEELYS BEND RD",4,2022-12-02,2024-08-23,37115,35
"1312 ZERMATT AVE",4,2022-01-27,2023-02-18,37211,32
"1313 51ST AVE N",4,2018-11-05,2021-05-21,37209,47
"1344 14TH AV S",4,2019-09-04,2020-10-01,37212,33
"140 BLANTON AVE",4,2021-04-28,2025-01-13,37210,57
"1403 HEMLOCK AVE",4,2018-11-20,2023-07-15,37216,56
"141 UNIVERSITY CT",4,2022-06-04,2025-07-30,37210,24
"1410 25TH AVE S",4,2016-03-17,2019-04-14,37212,20
"1410 ROBINSON RD",4,2019-08-25,2023-05-08,37138,40
"1414 4TH AVE N",4,2021-02-18,2025-01-25,37208,65
"1414 DICKERSON PIKE",4,2016-12-24,2022-03-06,37207,40.5
"1418 BAIN DR",4,2016-01-01,2024-01-02,37115,35
"1429 JACKSON ST",4,2022-04-21,2024-09-20,37208,59
"143 MCGAVOCK PIKE",4,2019-06-14,2023-02-26,37214,29
"144 HODGE CT",4,2023-01-25,2023-02-19,37218,47
"144 LAFAYETTE ST",4,2020-04-24,2023-01-31,37210,35
"1475 COUNTY HOSPITAL RD",4,2017-02-11,2021-05-15,37218,27.5
"14999 OLD HICKORY BLVD",4,2020-09-21,2023-11-12,37211,34
"150 4TH AVE N",4,2018-10-31,2023-04-06,37219,34
"1500 BRENTRIDGE DR",4,2017-02-26,2018-07-13,37013,31
"1500 CHARLOTTE AVE",4,2021-08-25,2025-12-17,37203,33.5
"1501 ROSA L PARKS BLVD",4,2020-05-10,2025-08-25,37208,35.5
"1506 DICKERSON PIKE",4,2019-03-05,2022-12-28,37207,39
"151 ELLINGTON PL",4,2016-02-10,2018-07-11,37115,55
"15109 OLD HICKORY BLVD",4,2019-01-18,2024-08-20,37211,36.5
"1513 ROBINSON RD",4,2018-06-29,2025-03-25,37138,40
"1514 OCOEE TRL",4,2020-02-18,2024-02-14,37115,44
"1521 JONES AV",4,2020-02-08,2020-12-30,37207,35
"155 LAFAYETTE ST",4,2023-10-15,2024-08-20,37210,29
"1578 GALLATIN PIKE N",4,2018-05-23,2024-04-19,37115,28.5
"160 BNA PARK DR",4,2021-08-16,2024-04-20,37214,37
"160 MCGAVOCK PKE",4,2019-11-29,2020-11-21,37214,34
"1601 BUCHANAN ST",4,2018-12-09,2020-09-14,37208,47
"1614 17TH AVE N",4,2017-06-21,2022-11-01,37208,59.5
"1618 DR D B TODD JR BLVD",4,2023-03-24,2025-02-20,37208,44.5
"1641 PATTERSON ST",4,2017-01-08,2022-02-15,37203,45.5
"1661 ROSA L PARKS BLVD",4,2020-06-12,2023-10-22,37208,27
"170 4TH AVE N",4,2021-12-11,2025-11-10,37219,40
"1704 CHARLOTTE AVE",4,2017-08-03,2024-09-12,37203,40.5
"1705 GALLATIN PIKE N",4,2016-04-09,2018-06-19,37115,32.5
"1712 ANTIOCH PIKE",4,2018-10-16,2024-01-24,37013,36
"1715 GALLATIN PIKE N",4,2016-07-13,2023-12-03,37115,31
"1719 10TH AVE N",4,2022-08-27,2024-10-10,37208,36
"1721 10TH AVE N",4,2021-02-23,2024-11-22,37208,34.5
"1724 ST LOUIS ST",4,2019-03-23,2023-06-07,37208,25
"1765 GALLATIN PIKE N",4,2018-12-13,2023-09-02,37115,27
"1789 GALLATIN PIKE N",4,2016-07-01,2023-04-19,37115,31
"1799 GALLATIN PIKE N",4,2017-08-11,2025-05-31,37115,34.5
"1799 GALLATIN PKE N",4,2019-10-24,2020-01-08,37115,40.5
"180 MCCALL ST",4,2022-05-05,2025-09-22,37211,13
"1800 DR D B TODD JR BLVD",4,2022-11-03,2024-04-09,37208,32
"1804 ANTIOCH PIKE",4,2018-04-02,2025-01-11,37013,29.5
"1804 CHARLOTTE AVE",4,2018-08-05,2024-01-23,37203,30
"1805 25TH AVE N",4,2016-08-22,2024-09-27,37208,61
"1814 COUNTY HOSPITAL RD",4,2016-04-08,2019-01-18,37218,42
"1903 DEMARIUS DR",4,2017-05-23,2021-03-26,37216,57.5
"1904 MEADOW CLF",4,2023-02-13,2023-12-19,37210,37
"1904 SALEM MASON DR",4,2016-11-03,2019-09-16,37208,26
"1905 HACKWORTH ST",4,2020-08-31,2021-09-18,37210,41.5
"1910 HERMAN ST",4,2022-01-23,2024-03-24,37208,40
"1ST AV N / BROADWAY",4,2016-05-08,2020-04-28,37201,37
"1ST AV S / BROADWAY",4,2016-09-30,2017-12-29,37201,29
"200 LARGO DR",4,2021-12-10,2024-10-31,37211,30.5
"2000 CHURCH ST",4,2017-04-30,2024-06-24,37203,12
"2001 8TH AV S",4,2019-11-07,2020-11-30,37204,47
"2004 HAYES ST",4,2019-03-28,2023-06-09,37203,65
"2005 FORREST GREEN DR",4,2021-09-14,2023-09-14,37216,40
"201 GLENROSE AV",4,2020-03-27,2020-11-03,37210,32.5
"201 LARKIN SPRINGS RD",4,2017-11-25,2024-07-07,37115,32.5
"2011 GOOCH ST",4,2016-10-15,2019-04-09,37207,61.5
"2011 HUTTON DR",4,2018-07-09,2021-04-25,37210,54
"203 MASON AV",4,2019-12-17,2020-09-07,37203,45.5
"204 3RD AVE S",4,2022-11-13,2024-07-07,37201,30.5
"205 BRIDGEWAY AVE",4,2016-02-18,2021-03-25,37138,43
"2050 GALLATIN PKE N",4,2019-10-31,2020-11-11,37115,34.5
"207 BROADWAY",4,2019-11-13,2025-10-21,37201,35
"210 OLD HICKORY BLVD",4,2018-08-10,2024-12-23,37221,36.5
"210 STOCKYARD ST",4,2020-12-12,2024-05-28,37201,34
"2100 WEST END AVE",4,2021-04-25,2024-06-05,37203,27
"211 S 10TH ST",4,2016-10-22,2024-12-20,37206,26
"2113 BURNS ST",4,2024-04-09,2024-12-01,37216,27.5
"2115 PORTLAND AVE",4,2018-10-17,2022-06-18,37212,45
"212 BLANCHARD PL",4,2018-03-02,2019-08-31,37214,40
"212 PAVILION BLVD",4,2016-04-14,2025-05-08,37217,41
"2120 LEBANON PIKE",4,2017-01-19,2021-11-18,37210,39
"2122 UTOPIA AVE",4,2021-10-25,2023-11-24,37211,52
"2124 QUAIL RIDGE DR",4,2019-12-29,2020-05-30,37207,56
"214 GALLATIN PIKE S",4,2016-09-03,2025-07-22,37115,51
"2151 GALLATIN PIKE N",4,2018-10-27,2023-12-26,37115,36
"220 GIFFORD PL",4,2016-05-31,2024-12-15,37080,53
"220 W MAPLEWOOD LN",4,2019-09-24,2022-03-15,37207,57
"2201 DICKERSON PIKE",4,2016-12-16,2024-04-14,37207,34
"221 2ND AVE N",4,2022-04-06,2025-05-17,37201,40.5
"222 REP JOHN LEWIS WAY S",4,2021-05-21,2025-08-08,37203,40.5
"2232 GRANDVIEW AVE",4,2017-02-06,2019-04-25,37211,42
"2244 MURFREESBORO PIKE",4,2017-08-30,2025-06-14,37217,36.5
"226 RIDGEWAY DR",4,2020-03-02,2023-01-04,37214,47
"227 SHELBY AV",4,2019-10-11,2020-09-15,37213,37.5
"230 VENTURE CIR",4,2016-08-09,2019-08-22,37228,47
"2301 LEBANON PIKE",4,2022-08-07,2025-04-22,37214,24
"2303 ALAMEDA ST",4,2018-02-14,2025-03-28,37208,41.5
"2304 MURFREESBORO PIKE",4,2016-08-14,2024-06-02,37217,27
"2311 BRICK CHURCH PKE",4,2019-09-12,2020-01-25,37207,54.5
"2325 DICKERSON PKE",4,2019-11-08,2020-06-18,37207,28
"235 LONG HOLLOW PIKE",4,2021-04-09,2023-11-24,37072,32
"24 LAFAYETTE ST",4,2017-12-15,2018-05-10,37210,47
"240 N 1ST ST",4,2017-11-23,2024-04-19,37213,47
"2400 26TH AVE N",4,2024-09-25,2025-10-26,37208,21
"2400 EDEN ST",4,2018-08-21,2023-08-22,37208,32
"2402 MERRY OAKS DR",4,2019-05-31,2020-01-08,37214,44
"2408 MUSIC VALLEY DR",4,2019-01-05,2024-08-06,37214,24
"2420 GALLATIN AVE",4,2016-11-30,2018-08-22,37206,40
"2421 POWELL AV",4,2019-11-08,2020-09-27,37204,34.5
"2429 GROVER ST",4,2019-01-30,2022-11-03,37207,36.5
"246 BONNALYNN DR",4,2019-02-10,2022-09-24,37076,40
"2460 26TH AVE N",4,2018-09-30,2024-06-20,37208,36
"2470 26TH AVE N",4,2024-01-06,2024-12-13,37208,27
"251 NORTHCREEK BLVD",4,2020-05-24,2022-08-14,37072,33.5
"2517 PLUM ST",4,2019-05-13,2025-05-18,37207,36
"252 LONG HOLLOW PIKE",4,2021-03-06,2024-05-18,37072,28.5
"2524 HIGHLAND TRACE DR",4,2017-06-30,2020-09-07,37207,39
"253 DELLWAY VILLA RD",4,2020-06-25,2025-03-14,37207,39
"2535 POWELL AVE",4,2018-08-31,2024-02-28,37204,31
"2547 26TH AVE N",4,2021-07-24,2025-10-18,37208,36
"2589 WHITES CREEK PKE",4,2020-08-07,2021-01-24,37207,50
"26 UNIVERSITY CT",4,2018-02-07,2024-06-11,37210,33
"26 WHITE BRIDGE PKE",4,2019-11-05,2021-01-01,37205,24
"2600 CLARKSVILLE PIKE",4,2023-10-12,2025-11-02,37208,44
"2600 GALLATIN AVE",4,2016-02-04,2024-10-25,37206,37
"2601 FOREST VIEW DR",4,2016-03-29,2019-09-14,37013,20.5
"2605 ALBION ST",4,2022-01-09,2023-05-19,37208,40
"2626 MURFREESBORO PIKE",4,2017-04-13,2025-05-31,37217,30
"2626 MUSIC VALLEY DR",4,2017-12-10,2022-11-25,37214,42
"2640 RAVINE DR",4,2017-12-16,2023-08-03,37217,40
"265 BELL RD",4,2019-02-03,2025-12-02,37217,41
"2657 COMBS DR",4,2018-07-05,2023-08-08,37207,41
"2671 MURFREESBORO PIKE",4,2018-04-14,2024-03-05,37013,39.5
"2686 OLD MATTHEWS RD",4,2021-09-26,2024-10-03,37207,59.5
"2700 WHITES CREEK PIKE",4,2017-05-31,2025-06-22,37207,41
"2709 ALHAMBRA CIR",4,2018-12-22,2022-11-03,37207,25.5
"2710 OLD LEBANON PIKE",4,2016-09-20,2023-09-24,37214,35
"2721 ENNIS RD",4,2020-12-31,2023-04-10,37210,27.5
"2730 COUCHVILLE PKE",4,2019-12-25,2020-11-13,37214,36
"2734 WHITES CREEK PIKE",4,2016-12-01,2022-09-01,37207,43
"2787 MURFREESBORO PIKE",4,2021-07-26,2023-01-13,37013,31.5
"2788 MURFREESBORO PIKE",4,2019-01-25,2023-09-07,37013,29.5
"2800 NOLENSVILLE PIKE",4,2022-03-27,2024-07-29,37211,41.5
"2801 TUCKER RD",4,2022-06-26,2025-08-08,37218,29
"2803 LAKESHORE DR",4,2018-09-03,2022-07-09,37138,52
"2825 SMITH SPRINGS RD",4,2016-06-21,2020-06-16,37217,38
"2830 BLUE BRICK DR",4,2016-12-24,2022-06-10,37214,33
"2834 VISTA LN",4,2022-10-15,2024-05-15,37207,30
"2846 LEBANON PIKE",4,2023-03-16,2025-12-29,37214,21
