"Address","total_calls","first_call","last_call","Zip","median_age"
"315 THUSS AVE",6,2016-02-06,2017-11-04,37211,22
"319 ELBERTA ST",6,2016-04-11,2020-04-11,37210,27
"320 OLD HICKORY BLVD",6,2017-05-10,2019-12-04,37221,61
"329 MURFREESBORO PIKE",6,2016-11-16,2019-01-19,37210,69.5
"3415 W END AVE",6,2016-08-17,2019-04-09,37203,33
"345 DELLWAY VILLA RD",6,2016-05-04,2020-11-19,37207,36
"3636 BELL RD",6,2017-04-27,2020-04-10,37214,34
"3703 DICKERSON PIKE",6,2016-09-18,2018-07-03,37207,40
"3900 LEBANON PKE",6,2019-08-05,2020-12-18,37076,39.5
"3910 CENTRAL PIKE",6,2016-07-07,2019-06-18,37076,33
"400 COLLINS PARK DR",6,2016-10-17,2020-12-07,37013,28.5
"409 E OLD HICKORY BLVD",6,2016-02-09,2020-05-17,37115,31
"4145 LEBANON PIKE",6,2017-01-09,2019-03-14,37076,30
"418 HARWELL DR",6,2017-09-22,2019-12-14,37076,28
"4200 MURFREESBORO PKE",6,2019-07-17,2020-09-15,37013,72.5
"4220 MURFREESBORO PIKE",6,2016-11-09,2019-03-09,37013,74
"429 BROADWAY",6,2017-06-17,2020-07-18,37203,31
"4343 LEBANON PIKE",6,2016-05-29,2018-12-11,37076,76
"435 EDWIN ST",6,2016-08-29,2019-11-24,37207,47
"441 HARDING PL",6,2016-07-30,2020-09-19,37211,43.5
"48 TWIN ST",6,2016-02-10,2017-07-01,37209,48
"5001 LINBAR DR",6,2018-05-07,2020-12-30,37211,29
"501 BEN ALLEN RD",6,2017-03-11,2020-09-18,37216,34.5
"501 BROADWAY",6,2017-01-01,2020-09-25,37203,29
"505 PICCADILLY ROW",6,2017-06-03,2020-02-10,37013,23
"512 OLD HICKORY BLVD",6,2018-04-07,2020-09-07,37209,27
"526 8TH AV S",6,2019-07-01,2020-04-21,37203,39.5
"5353 CANE RIDGE RD",6,2016-06-17,2020-06-23,37013,29.5
"5705 CHARLOTTE PIKE",6,2016-12-01,2019-03-28,37209,31
"5756 OLD HICKORY BLVD",6,2016-06-03,2020-09-20,37076,31.5
"577 DONELSON PIKE",6,2016-04-18,2019-04-23,37214,32.5
"5800 MAUDINA AV",6,2019-11-22,2020-12-31,37209,27.5
"5TH AV S / DEMONBREUN ST",6,2017-05-31,2020-01-10,37203,47
"60 LESTER AV",6,2019-09-05,2020-10-04,37210,71
"601 N DUPONT AVE",6,2017-03-14,2019-02-09,37115,40
"604 MARGARET ROBERTSON DR",6,2018-03-04,2020-06-10,37076,57
"61 EAST THOMPSON LN",6,2019-11-17,2020-11-08,37211,32.5
"627 GALLATIN PIKE S",6,2017-08-03,2018-08-25,37115,42
"627 WACO DR",6,2016-09-30,2019-09-28,37209,33
"6444 EATONS CREEK RD",6,2017-01-28,2020-10-13,37080,34
"6900 LENOX VILLAGE DR",6,2017-02-18,2020-04-17,37211,28
"693 LONGHUNTER CT",6,2016-02-16,2017-06-11,37217,62
"711 GALLATIN AVE",6,2016-01-12,2019-02-03,37206,29.5
"735 HARDING PL",6,2018-11-04,2020-03-12,37220,27
"751 ROWAN DR",6,2019-06-20,2020-05-17,37207,47
"755 E ARGYLE AVE",6,2016-02-27,2019-04-12,37203,67
"765 BELL RD",6,2017-11-04,2020-04-21,37013,29.5
"830 GLASTONBURY RD",6,2017-10-23,2020-11-09,37217,43
"8346 RILEY ADCOCK RD",6,2017-05-05,2020-03-09,37080,32
"837 BRILEY PKWY",6,2016-03-16,2020-06-06,37217,41.5
"865 BELLEVUE RD",6,2016-04-15,2020-05-09,37221,40.5
"909 TRICE DR",6,2018-07-06,2020-10-06,37209,27.5
"925 CONFERENCE DR",6,2017-07-29,2020-10-03,37072,31
"GALLATIN PKE S / NEELYS BEND RD",6,2018-09-29,2020-09-04,37115,47
"10 E CAMPBELL RD",5,2019-06-28,2020-07-02,37115,28
"100 COLEY DAVIS CT",5,2017-09-29,2020-04-19,37221,32.5
"100 NORTHCREEK BLVD",5,2017-03-04,2020-05-01,37072,26
"100 TANGLEWOOD CT",5,2017-09-01,2020-09-25,37211,45.5
"101 BROADWAY",5,2017-03-19,2020-01-26,37201,32
"1019 PATRICIA DR",5,2017-01-20,2020-10-15,37217,26
"109 GALLATIN PKE N",5,2016-03-06,2020-07-31,37115,28
"11 BURTON HILLS BLVD",5,2016-04-08,2020-10-26,37215,88
"110 MAPLEWOOD TRC",5,2019-10-21,2020-09-30,37207,39.5
"1106 ELLISTON ST",5,2016-12-06,2020-07-12,37138,28
"1110 BELL RD",5,2017-11-08,2020-06-02,37013,33
"1150 HUNTERS LN",5,2016-01-07,2017-08-16,37207,17
"1150 VULTEE BLVD",5,2016-04-23,2020-01-12,37217,39
"119 QUEEN ANNE DR",5,2018-06-23,2019-10-28,37115,53
"1195 WEDGEWOOD AVE",5,2017-02-16,2017-11-03,37203,53
"123 NORTHCREEK BLVD",5,2017-07-21,2020-07-21,37072,39
"123 UNIVERSITY CT",5,2018-06-05,2020-12-14,37210,20.5
"1252 ROBINSON RD",5,2018-03-05,2020-02-28,37138,33
"13000 OLD HICKORY BLVD",5,2019-03-18,2020-06-25,37013,39
"135 GALLATIN PKE S",5,2020-06-26,2020-11-29,37115,43
"1358 11TH AV S",5,2019-10-12,2020-12-19,37203,32
"1400 BRICK CHURCH PIKE",5,2016-08-16,2018-12-13,37207,34
"1407 DIVISION ST",5,2017-02-11,2020-08-07,37203,31
"1408 25TH AVE S",5,2016-03-13,2017-12-01,37212,20
"141 LAFAYETTE ST",5,2016-02-26,2020-08-02,37210,47
"1414 PRINCETON PL",5,2016-03-13,2020-10-12,37076,32
"146 BROOKSBORO TER",5,2017-05-29,2018-04-17,37217,40
"15 BURTON HILLS BLVD",5,2016-06-18,2020-07-27,37215,90
"150 3RD AVE S",5,2016-09-01,2018-08-03,37201,27
"15007 OLD HICKORY BLVD",5,2016-06-26,2020-10-27,37211,28
"1501 DEMONBREUN ST",5,2016-01-18,2020-07-26,37203,38
"154 MCGAVOCK PIKE",5,2016-06-25,2019-01-19,37214,28
"1609 DORCHESTER AVE",5,2016-07-15,2018-04-21,37216,27
"1613 BUCHANAN ST",5,2016-08-25,2020-11-07,37208,55
"1800 JEFFERSON ST",5,2019-09-16,2020-12-05,37208,41
"1804 BRANCH ST",5,2019-06-15,2020-06-03,37216,46
"1808 W END AVE",5,2016-05-22,2018-03-08,37203,38
"1811 LISCHEY AVE",5,2016-02-14,2016-09-02,37207,52
"1818 ALBION ST",5,2016-02-27,2019-08-12,37208,16
"185 MCCALL ST",5,2016-01-20,2017-03-18,37211,34
"1901 W END AVE",5,2016-03-13,2018-03-31,37203,34
"1930 DAHLIA DR",5,2017-11-18,2020-05-08,37210,27
"197 HAYWOOD LN",5,2016-08-21,2020-12-21,37013,32.5
"200 3RD AVE S",5,2017-09-02,2019-05-26,37201,29
"2027 ED TEMPLE BLVD",5,2016-10-31,2020-09-07,37208,26.5
"203 OLD TRINITY LN",5,2016-02-19,2018-08-18,37207,47
"203 SEALEY DR",5,2016-04-24,2020-08-31,37115,23
"205 DEMONBREUN ST",5,2018-06-26,2020-09-12,37201,24
"208 BROADWAY",5,2018-06-03,2020-10-09,37201,23
"208 W DUE WEST AVE",5,2017-07-26,2018-11-12,37115,74.5
"2112 CHARLOTTE AV",5,2019-07-08,2020-11-04,37203,33
"2200 ELM HILL PIKE",5,2016-08-25,2018-07-27,37214,41
"2207 ELLIOTT DR",5,2018-02-27,2020-10-27,37138,38
"2209 HICKORY HIGHLANDS DR",5,2017-11-23,2018-01-09,37013,28
"2225 FOSTER AVE",5,2017-11-10,2018-12-02,37210,49
"2333 ROSA L PARKS BLVD",5,2016-01-07,2020-09-25,37228,37.5
"238 W TRINITY LN",5,2017-08-07,2020-10-31,37207,42
"2415 VANDERBILT PL",5,2016-02-05,2018-03-17,37240,19
"2417 EDEN ST",5,2016-02-18,2020-09-28,37208,45
"2421 POWELL AVE",5,2016-04-19,2019-03-27,37204,34
"2499 MURFREESBORO PIKE",5,2016-09-20,2018-05-02,37013,30
"2516 WINFORD AVE",5,2017-11-11,2018-10-03,37211,50
"260 CUMBERLAND BND",5,2016-03-03,2019-11-15,37228,37
"2609 ELLINGTON CIR",5,2017-05-27,2018-09-22,37211,46
"2815 LEBANON PIKE",5,2016-07-17,2019-06-20,37214,37
"2819 NOLENSVILLE PKE",5,2019-07-30,2020-09-08,37211,36
"2828 OLD HICKORY BLVD",5,2016-04-24,2020-05-25,37221,52
"2905 DICKERSON PIKE",5,2016-12-19,2018-11-10,37207,35
"2905 DICKERSON PKE",5,2016-03-17,2020-07-22,37207,37
"2914 DICKERSON PKE",5,2019-11-22,2020-06-03,37207,51
"2ND AV N / BROADWAY",5,2016-08-09,2020-09-10,37201,33
"301 28TH AVE N",5,2016-02-08,2018-10-13,37203,66
"303 INTERSTATE DR",5,2017-01-28,2020-06-23,37213,30
"3038 HIDDEN CREEK DR",5,2019-11-30,2020-10-08,37013,19
"304 ARCHWOOD DR",5,2017-08-13,2019-10-22,37115,29
"3053 DICKERSON PIKE",5,2016-10-24,2019-03-09,37207,32
"306 W DUE WEST AV",5,2020-03-12,2020-11-17,37115,70.5
"306 W DUE WEST AVE",5,2017-10-30,2019-06-11,37115,84
"3110 NOLENSVILLE PKE",5,2016-02-03,2020-10-26,37211,61
"3112 WINDSOR GREEN DR",5,2018-02-01,2020-12-23,37013,29
"313 IDLEWILD AVE",5,2016-08-31,2019-04-20,37115,25
"314 WILLIAMS AVE",5,2018-06-05,2019-03-27,37115,58
"318 MYATT DR",5,2019-10-21,2020-11-22,37115,50
"320 VAILVIEW DR",5,2016-03-10,2018-03-31,37207,30
"3205 CONVISER DR",5,2016-12-22,2020-02-08,37207,49
"324 KINGVIEW DR",5,2016-12-13,2019-10-14,37218,15
"3248 BLACKWOOD DR",5,2016-09-16,2020-05-17,37214,42
"3304 DICKERSON PIKE",5,2016-09-02,2019-04-25,37207,29
"331 HARDING PL",5,2018-01-10,2020-10-08,37211,37
"3330 IRONWOOD DR",5,2018-03-03,2019-08-14,37214,28
"3401 ANDERSON RD",5,2017-10-12,2020-07-29,37013,50
"3410 GALLATIN PIKE",5,2018-01-04,2019-02-14,37216,34
"3417 LEBANON PIKE",5,2016-07-24,2018-02-15,37076,25
"3437 PERCY PRIEST DR",5,2016-03-24,2020-08-21,37214,45
"344 TAMWORTH DR",5,2018-11-11,2019-12-02,37214,25
"3441 DICKERSON PIKE",5,2017-01-08,2018-06-26,37115,42
"348 BRIDGEWALK PL",5,2017-10-30,2020-01-27,37209,23
"3532 MURFREESBORO PIKE",5,2016-06-04,2019-06-03,37013,30
"3562 PIN HOOK RD",5,2018-03-12,2020-08-25,37013,36
"363 HARDING PL",5,2017-11-12,2020-04-16,37211,32
"3900 LEBANON PIKE",5,2016-04-16,2019-06-14,37076,31
"3909 ALAMEDA ST",5,2017-10-26,2020-08-13,37209,34
"3960 BELL RD",5,2016-01-23,2019-10-07,37076,29
"400 E NOCTURNE DR",5,2017-04-11,2020-03-22,37207,40.5
"4001 ANDERSON RD",5,2016-07-08,2019-09-18,37217,52
"4041 NOLENSVILLE PKE",5,2019-11-08,2020-01-28,37211,35
"408 2ND AVE N",5,2016-09-07,2018-12-04,37201,34
"411 MURFREESBORO PKE",5,2020-01-05,2020-11-08,37210,41
"412 WHITE BRIDGE PL",5,2016-07-02,2020-12-23,37209,25
"415 BARRETT RD",5,2019-11-06,2020-01-28,37211,17
"415 TUSCULUM RD",5,2017-08-05,2020-12-17,37211,46
"419 EWING DR",5,2016-03-25,2020-01-29,37207,24
"4190 NOLENSVILLE PKE",5,2019-08-03,2020-04-12,37211,34.5
"4198 MURFREESBORO PIKE",5,2016-11-09,2019-05-09,37013,40
"420 CROLEY DR",5,2018-06-25,2020-05-01,37209,51
"420 WALTON LN",5,2016-11-27,2019-07-14,37115,45.5
"4329 WOODS ST",5,2017-11-01,2020-12-18,37138,37
"45 VANTAGE WAY",5,2016-03-16,2020-09-28,37228,28.5
"4501 PACKARD DR",5,2016-10-07,2020-07-10,37211,43.5
"4700 HUMBER DR",5,2016-04-10,2018-10-31,37211,28
"4702 TENNESSEE AVE",5,2017-12-10,2019-05-22,37209,32
"4734 LEBANON PKE",5,2019-02-14,2020-12-29,37076,31
"4998 CLARKSVILLE PKE",5,2019-08-02,2020-01-29,37189,35.5
"5003 LINBAR DR",5,2017-05-31,2020-09-27,37211,28.5
"510 RECOVERY RD",5,2016-11-05,2020-10-28,37211,70
"5102 TROUSDALE DR",5,2017-01-03,2020-11-03,37220,56
"5111 HARDING PL",5,2018-08-01,2019-12-07,37211,38
"5132 LANA RENEE CT",5,2019-10-10,2020-10-23,37076,33
"5170 HICKORY HOLLOW PKWY",5,2016-01-19,2020-11-29,37013,29
"524 MURFREESBORO PKE",5,2019-10-02,2020-11-14,37210,34.5
"525 40TH AVE N",5,2016-10-16,2019-04-26,37209,34.5
"5305 HICKORY HOLLOW PKWY",5,2018-08-10,2020-02-17,37013,33
"5313 ELKINS AVE",5,2017-06-08,2019-03-29,37209,36
"5315 HICKORY HOLLOW LN",5,2017-11-29,2019-04-10,37013,34
"5406 LOUISIANA AVE",5,2016-06-02,2017-08-16,37209,29
"5500 OLD HICKORY BLVD",5,2017-03-03,2020-10-19,37076,38
"5510 COUNTRY DR",5,2018-11-30,2020-12-01,37211,33
"555 N DUPONT AV",5,2019-12-18,2020-09-28,37115,43
"5646 AMALIE DR",5,2017-07-05,2018-12-10,37211,21
"574 WATSONWOOD DR",5,2018-09-28,2020-03-15,37211,33
"5824 NOLENSVILLE PKE",5,2019-09-15,2020-05-05,37211,37
"585 STEWARTS FERRY PIKE",5,2016-06-16,2018-11-29,37214,27
"590 DONELSON PKE",5,2019-11-12,2020-12-23,37214,48
"595 HICKS RD",5,2017-02-09,2020-09-28,37221,21
"600 12TH AVE S",5,2017-02-23,2019-02-10,37203,30
"600 CHURCH ST",5,2017-05-24,2018-03-01,37219,39
"601 GALLATIN PKE N",5,2020-05-21,2020-12-28,37115,27
"606 N DUPONT AV",5,2020-01-11,2020-04-27,37115,37
"621 RIVERGATE PKWY",5,2016-10-26,2020-09-26,37072,33
"629 OLD HICKORY BLVD",5,2017-11-15,2020-12-03,37209,35
"648 FLINTLOCK CT",5,2018-08-16,2019-08-08,37217,36
"6680 CHARLOTTE PKE",5,2019-08-17,2020-05-10,37209,39
"675 HARDING PL",5,2016-02-03,2020-02-22,37211,32
"6924 CHARLOTTE PKE",5,2020-04-18,2020-09-21,37209,38
"7002 CHARLOTTE PIKE",5,2016-05-08,2016-10-07,37209,39
"701 STEWARTS FERRY PIKE",5,2016-11-14,2019-04-14,37214,45
"709 YOWELL AVE",5,2017-10-10,2018-05-24,37115,28
"710 MURFREESBORO PKE",5,2020-02-10,2020-11-28,37210,29
"715 FATHERLAND ST",5,2017-05-26,2020-01-05,37206,21
"7201 HIGHWAY 70 S",5,2019-03-21,2020-10-23,37221,39
"727 MCGAVOCK PIKE",5,2016-09-10,2019-04-19,37214,25
"728 EVERGREEN TRL",5,2016-08-03,2020-12-09,37115,27.5
"728 MUSKHOGEAN CT",5,2018-05-22,2019-11-02,37013,61
"7460 STACY DR",5,2017-02-23,2020-05-31,37221,27
"801 BRILEY PKWY",5,2018-12-11,2020-09-17,37217,29
"8044 COLEY DAVIS RD",5,2016-05-03,2017-12-31,37221,88
"809 CHADWELL DR",5,2016-01-04,2019-07-03,37115,47.5
"8141 HIGHWAY 100",5,2017-02-23,2019-04-01,37221,35
"822 MURFREESBORO PIKE",5,2016-08-02,2019-04-25,37217,39
"825 DICKERSON PKE S",5,2016-02-15,2020-11-02,37072,23
"840 MERIDIAN ST",5,2018-04-12,2020-11-28,37207,48.5
"863 CLAIBORNE ST",5,2019-05-25,2020-04-19,37210,32
"880 OAKWOOD TERRACE DR",5,2017-07-18,2019-11-21,37013,39
"901 BELL RD",5,2017-06-30,2020-08-27,37013,40
"910 ELLISTON ST",5,2017-02-06,2019-01-27,37138,40
"916 ONEIDA AV",5,2019-07-05,2020-10-20,37207,39
"936 E TRINITY LN",5,2016-08-06,2020-05-07,37207,30
"981 MURFREESBORO PIKE",5,2017-08-05,2019-04-23,37217,49
"BRILEY PKWY / GLASTONBURY RD",5,2017-02-17,2020-03-02,37217,36
"GALLATIN PKE N / OLD HICKORY BLVD W",5,2017-03-07,2020-06-23,37115,29
"100 1ST AVE S",4,2016-11-18,2018-10-15,37201,36.5
"100 ANTIOCH PIKE",4,2016-09-25,2017-12-27,37211,51
"100 HICKORY HIGHLANDS DR",4,2016-03-05,2019-11-20,37013,29.5
"100 RIVERGATE MEADOWS DR",4,2019-02-25,2020-09-12,37072,27.5
"100 WOODLAND ST",4,2016-06-27,2020-10-19,37213,21
"1000 17TH AVE N",4,2018-02-18,2019-03-15,37208,18.5
"1000 CAPITAL FUNDS CT",4,2016-01-23,2017-12-08,37217,25
"101 GALLATIN PIKE N",4,2017-12-07,2019-04-05,37115,35
"1011 HERITAGE DR",4,2016-01-09,2018-03-17,37115,39.5
"1016 CAMILLA CALDWELL LN",4,2018-09-01,2020-02-21,37218,22
"1020 KIRBY AV",4,2019-11-24,2020-08-16,37217,43
"1026 N 6TH ST",4,2016-06-06,2020-09-29,37207,42.5
"104 LAURA AV",4,2019-07-17,2020-07-19,37138,35.5
"105 3RD AVE S",4,2017-05-01,2019-06-11,37201,32
"105 COLEMONT DR",4,2017-04-17,2020-07-18,37013,35
"105 NANCY CT",4,2018-09-10,2019-10-10,37076,61.5
"107 VALERIA ST",4,2019-02-12,2019-12-14,37210,32
"1081 MURFREESBORO PKE",4,2020-03-29,2020-10-17,37217,28.5
"110 HARRIS ST",4,2016-01-10,2019-01-22,37072,31
"111 WHITSETT RD",4,2018-12-27,2019-12-31,37210,27
"1111 BROADWAY",4,2018-01-26,2020-04-22,37203,33
"112 GIBSON DR",4,2019-10-28,2020-10-09,37115,26
"112 QUEEN ANNE DR",4,2018-01-25,2020-06-04,37115,29
"113 CEDARWOOD LN",4,2016-02-11,2017-11-04,37115,33
"113 FOREST PARK RD",4,2017-08-10,2019-01-02,37115,32.5
"1201 CHURCH ST",4,2018-06-18,2020-04-03,37203,30
"1215 LONDON BRIDGE RD",4,2019-06-16,2020-09-29,37115,29.5
"1221 LONDON BRIDGE RD",4,2020-01-24,2020-08-07,37115,29
"12360 OLD HICKORY BLVD",4,2016-01-26,2019-10-05,37013,71
"1274 MURFREESBORO PKE",4,2019-09-01,2020-07-04,37217,46
"1297 ANTIOCH PKE",4,2019-10-05,2020-06-14,37211,47.5
"1298 DICKERSON PIKE S",4,2016-10-03,2018-11-29,37072,48.5
"130 BROADMOOR DR",4,2018-03-04,2020-06-02,37207,40
"1301 BELL RD",4,2016-07-15,2020-07-06,37013,36
"1307 BELL RD",4,2016-10-24,2019-10-12,37013,26.5
"1309 MURFREESBORO PIKE",4,2018-08-12,2019-06-10,37217,25
"1320 VULTEE BLVD",4,2017-05-29,2020-04-19,37217,32
"1333 DICKERSON PKE",4,2019-08-27,2020-06-13,37207,32
"1333 MCALPINE AV",4,2019-12-22,2020-09-17,37216,22
"1344 14TH AV S",4,2019-09-04,2020-10-01,37212,33
"138 SCENIC VIEW RD",4,2016-07-29,2020-11-17,37138,32
"1402 CLINTON ST",4,2019-03-01,2020-02-22,37203,18
"1408 ELLISTON ST",4,2020-02-29,2020-07-15,37138,30
"1410 25TH AVE S",4,2016-03-17,2019-04-14,37212,20
"1410 BRICK CHURCH PIKE",4,2017-02-28,2017-09-23,37207,30.5
"1410 DONELSON PIKE",4,2018-05-02,2019-05-20,37217,27
"150 LONG HOLLOW PIKE",4,2016-12-10,2019-02-09,37072,46
"1500 BRENTRIDGE DR",4,2017-02-26,2018-07-13,37013,31
"151 ELLINGTON PL",4,2016-02-10,2018-07-11,37115,55
"1516 GALLATIN PIKE S",4,2016-12-31,2018-05-26,37115,25.5
"1521 JONES AV",4,2020-02-08,2020-12-30,37207,35
"160 MCGAVOCK PKE",4,2019-11-29,2020-11-21,37214,34
"1601 BUCHANAN ST",4,2018-12-09,2020-09-14,37208,47
"1705 GALLATIN PIKE N",4,2016-04-09,2018-06-19,37115,32.5
"1799 GALLATIN PKE N",4,2019-10-24,2020-01-08,37115,40.5
"1801 DICKERSON PIKE",4,2017-05-11,2019-06-21,37207,34.5
"1814 COUNTY HOSPITAL RD",4,2016-04-08,2019-01-18,37218,42
"1816 DIVISION ST",4,2016-05-01,2019-07-29,37203,32
"1900 HOBSON PIKE",4,2018-11-16,2019-04-03,37013,15.5
"1904 SALEM MASON DR",4,2016-11-03,2019-09-16,37208,26
"1906 CHARLOTTE AVE",4,2016-08-14,2018-05-05,37203,23.5
"1907 DIVISION ST",4,2017-08-04,2020-11-29,37203,26
"1ST AV N / BROADWAY",4,2016-05-08,2020-04-28,37201,37
"1ST AV S / BROADWAY",4,2016-09-30,2017-12-29,37201,29
"200 PARAGON MILLS RD",4,2016-02-17,2021-01-01,37211,30.5
"2001 8TH AV S",4,2019-11-07,2020-11-30,37204,47
"201 GLENROSE AV",4,2020-03-27,2020-11-03,37210,32.5
"2011 GOOCH ST",4,2016-10-15,2019-04-09,37207,61.5
"203 MASON AV",4,2019-12-17,2020-09-07,37203,45.5
"2050 GALLATIN PKE N",4,2019-10-31,2020-11-11,37115,34.5
"2100 GALLATIN PIKE N",4,2016-09-24,2018-06-14,37115,26
"211 N 1ST ST",4,2018-03-18,2020-01-12,37213,30.5
"212 BLANCHARD PL",4,2018-03-02,2019-08-31,37214,40
"2124 QUAIL RIDGE DR",4,2019-12-29,2020-05-30,37207,56
"214 OLD HICKORY BLVD",4,2016-04-01,2020-12-06,37221,64
"221 BROADWAY",4,2019-02-02,2020-03-08,37201,27.5
"221 CROSSINGS PL",4,2019-03-09,2020-02-24,37013,40
"2214 HOBSON PIKE",4,2017-12-22,2018-04-15,37013,27
"222 GALLATIN PIKE S",4,2016-11-13,2019-03-20,37115,33
"2232 GRANDVIEW AVE",4,2017-02-06,2019-04-25,37211,42
"227 SHELBY AV",4,2019-10-11,2020-09-15,37213,37.5
"230 VENTURE CIR",4,2016-08-09,2019-08-22,37228,47
"2311 BRICK CHURCH PKE",4,2019-09-12,2020-01-25,37207,54.5
"2325 DICKERSON PKE",4,2019-11-08,2020-06-18,37207,28
"24 LAFAYETTE ST",4,2017-12-15,2018-05-10,37210,47
"2400 BRICK CHURCH PIKE",4,2018-07-25,2019-02-07,37207,35
"2402 MERRY OAKS DR",4,2019-05-31,2020-01-08,37214,44
"2410 MUSIC VALLEY DR",4,2016-07-27,2020-07-15,37214,37
"2420 GALLATIN AVE",4,2016-11-30,2018-08-22,37206,40
"2421 POWELL AV",4,2019-11-08,2020-09-27,37204,34.5
"2511 ELM HILL PIKE",4,2017-07-08,2019-03-30,37214,35
"2514 NOLENSVILLE PIKE",4,2016-11-05,2018-10-01,37210,35
"2517 26TH AVE N",4,2018-03-28,2019-02-28,37208,45.5
"2524 HIGHLAND TRACE DR",4,2017-06-30,2020-09-07,37207,39
"2589 WHITES CREEK PIKE",4,2016-06-25,2019-03-15,37207,34.5
"26 WHITE BRIDGE PKE",4,2019-11-05,2021-01-01,37205,24
"2601 FOREST VIEW DR",4,2016-03-29,2019-09-14,37013,20.5
"265 E OLD HICKORY BLVD",4,2017-05-11,2019-11-10,37115,26
"2730 COUCHVILLE PKE",4,2019-12-25,2020-11-13,37214,36
"2825 SMITH SPRINGS RD",4,2016-06-21,2020-06-16,37217,38
"2929 OLD FRANKLIN RD",4,2016-07-12,2019-02-19,37013,33
"2948 MOSSDALE DR",4,2018-12-14,2020-09-11,37013,49
"300 BROADWAY",4,2016-04-01,2020-09-27,37219,34
"3000 HILLSBORO PKE",4,2016-01-04,2020-05-04,37215,35.5
"3001 BUSINESS PARK CIR",4,2017-03-18,2019-07-05,37072,82.5
"3005 CLIFF DR",4,2019-07-25,2020-05-01,37218,57
"3008 HILLSIDE RD",4,2016-11-12,2020-07-28,37207,17.5
"3014 CHELSEA WAY",4,2019-11-02,2020-10-01,37013,54.5
"3025 FERNBROOK LN",4,2017-06-30,2019-12-09,37214,79
"303 W TRINITY LN",4,2017-02-01,2019-06-27,37207,44.5
"3036 KINGS LN",4,2016-04-03,2020-10-23,37218,31.5
"304 KEMPER DR S",4,2016-07-24,2019-01-11,37115,48.5
"3043 NOLENSVILLE PKE",4,2019-08-06,2020-07-12,37211,43
"305 FINLEY DR",4,2019-09-15,2020-02-23,37217,18
"310 1ST AVE S",4,2016-05-17,2017-10-11,37201,26
"310 MCMURTRY CT",4,2017-11-03,2020-09-22,37115,37
"3144 DICKERSON PKE",4,2016-01-07,2020-10-11,37207,43.5
"317 BROADWAY",4,2016-11-04,2020-12-08,37201,30.5
"3171 LEBANON PIKE",4,2016-10-28,2019-06-02,37214,37
"32 ASBURY CT",4,2020-02-12,2020-09-08,37076,60
"320 JOYNER AVE",4,2016-08-20,2019-05-03,37211,44
"3229 VAILVIEW DR",4,2018-04-26,2020-07-14,37207,46
"3312 DICKERSON PIKE",4,2017-03-01,2019-03-14,37207,28.5
"333 MURFREESBORO PIKE",4,2016-08-09,2018-09-22,37210,23
"343 HARDING PL",4,2016-06-21,2017-02-21,37211,41
"3434 DOVERSIDE DR",4,2016-12-21,2020-10-06,37207,30.5
"345 BURNING TREE DR",4,2018-06-18,2020-01-02,37076,31
"3504 JOHN A MERRITT BLVD",4,2016-09-25,2019-02-19,37209,18
"3661 FORTE RD",4,2018-12-06,2020-12-23,37080,34
"370 OAKLEY DR",4,2016-05-22,2020-09-26,37211,28.5
"3709 CHESAPEAKE DR",4,2019-09-07,2020-05-11,37207,28
"3769 MURFREESBORO PIKE",4,2017-10-19,2019-05-03,37013,27
"3825 ATWELL DR",4,2016-04-06,2020-05-01,37207,53
"384 THOMPSON LN",4,2016-11-11,2018-05-23,37210,41
"3900 DICKERSON PIKE",4,2017-01-25,2019-01-22,37207,36
"3901 DELAWARE AVE",4,2017-04-15,2018-11-29,37209,28
"391 WALLACE RD",4,2016-03-05,2020-07-20,37211,27.5
"3929 STEWARTS LN",4,2016-11-20,2020-10-22,37218,43.5
"3979 BELL RD",4,2018-07-03,2020-09-19,37076,24.5
"3RD AV N / COMMERCE ST",4,2016-03-17,2020-09-19,37219,32.5
"4027 LAVERGNE COUCHVILLE PIKE",4,2016-10-19,2018-10-02,37013,25.5
"4031 PLANTATION DR",4,2017-05-11,2019-05-17,37076,31
"405 GAY ST",4,2016-09-30,2020-01-29,37201,23.5
"408 WHITE BRIDGE PL",4,2017-01-05,2020-08-13,37209,36
"4108 UNION ST",4,2016-03-20,2017-09-07,37138,61
"4126 GALLATIN PKE",4,2020-06-28,2020-09-05,37216,59
"415 CAPRI CT",4,2017-08-01,2019-12-05,37209,42
"416 MURFREESBORO PKE",4,2020-05-09,2020-08-28,37210,52
"4170 BERNARD RD",4,2016-05-30,2017-03-10,37080,63
"4198 MURFREESBORO PKE",4,2016-01-31,2020-05-22,37013,38
"4201 GALLATIN PKE",4,2019-10-14,2020-05-10,37216,37.5
"4347 LEBANON PKE",4,2016-02-24,2020-05-04,37076,76
"4400 LEBANON PIKE",4,2016-05-14,2019-03-06,37138,39
"4413 CENTRAL VALLEY DR",4,2017-05-05,2020-10-29,37076,41
"450 JANETTE AVE",4,2016-02-19,2019-04-09,37072,42
"4507 IDAHO AVE",4,2018-01-22,2018-06-02,37209,35
"465 TUSCULUM RD",4,2017-12-07,2019-06-28,37211,27.5
"4656 TROUSDALE DR",4,2017-01-20,2018-09-05,37204,34
"4677 TROUSDALE DR",4,2016-11-29,2020-10-22,37204,33
"469 PONDER PL",4,2017-11-15,2020-02-17,37228,66.5
